date,births
1969-08-19,10382
1969-08-20,11302
1969-08-21,10092
1969-08-22,9106
1969-08-23,10706
1969-08-24,11138
1969-08-25,10802
1969-08-26,10726
1969-08-27,10910
1969-08-28,9772
1969-08-29,9124
1969-08-30,10650
1969-08-31,11410
1969-09-01,10918
1969-09-02,10184
1969-09-03,10586
1969-09-04,9660
1969-09-05,9084
1969-09-06,10586
1969-09-07,11082
1969-09-08,10638
1969-09-09,10616
1969-09-10,10714
1969-09-11,9708
1969-09-12,8986
1969-09-14,9012
1969-09-15,10686
1969-09-16,11044
1969-09-17,10506
1969-09-18,10610
1969-09-19,9710
1969-09-20,9196
1969-09-21,10508
1969-09-22,10598
1969-09-23,10450
1969-09-24,10408
1969-09-25,10752
1969-09-26,9534
1969-09-27,9204
1969-09-28,10728
1969-09-29,11142
1969-09-30,10864
1969-10-01,10876
1969-10-02,10832
1969-10-03,10040
1969-10-04,9368
1969-10-05,10970
1969-10-06,11300
1969-10-07,10898
1969-10-08,10840
1969-10-09,11154
1969-10-10,10170
1969-10-11,9198
1969-10-12,10708
1969-10-13,11138
1969-10-16,10910
1969-10-17,10656
1969-10-18,10922
1969-10-19,9710
1969-10-20,8972
1969-10-21,10318
1969-10-22,10654
1969-10-23,10510
1969-10-24,10710
1969-10-25,10748
1969-10-26,9566
1969-10-27,9014
1969-10-28,9996
1969-10-29,10618
1969-10-30,10120
1969-10-31,9918
1969-11-01,10338
1969-11-02,9172
1969-11-03,8586
1969-11-04,10148
1969-11-05,10674
1969-11-06,10300
1969-11-07,9814
1969-11-08,10010
1969-11-09,9258
1969-11-10,8864
1969-11-11,10372
1969-11-12,10640
1969-11-13,10104
1969-11-14,10110
1969-11-15,10144
1969-11-17,9342
1969-11-18,8904
1969-11-19,10338
1969-11-20,10772
1969-11-21,10020
1969-11-22,10240
1969-11-23,10660
1969-11-24,9678
1969-11-25,9022
1969-11-26,10342
1969-11-27,10878
1969-11-28,10324
1969-11-29,10100
1969-11-30,10396
1969-12-01,9298
1969-12-02,8660
1969-12-03,10286
1969-12-04,10698
1969-12-05,10260
1969-12-06,10258
1969-12-07,10168
1969-12-08,9438
1969-12-09,8866
1969-12-10,10462
1969-12-11,10864
1969-12-12,10074
1969-12-13,8248
1969-12-14,9948
1969-12-15,9332
1969-12-16,8966
1969-12-19,10648
1969-12-20,10736
1969-12-21,10300
1969-12-22,10254
1969-12-23,10428
1969-12-24,9420
1969-12-25,8740
1969-12-26,10646
1969-12-27,10730
1969-12-28,10348
1969-12-29,10300
1969-12-30,10758
1969-12-31,9602
